category,headline,links,short_description,keywords,category_encoded,input_text
PARENTING,"['make', 'mother', 'day', 'special', 'expect', 'mother']",https://www.huffingtonpost.com/entry/making-mothers-day-specia_us_5b9d2754e4b03a1dcc84f354,"['mother', 'many', 'determine', 'health', 'factor', 'play', 'long', 'pregnancy', 'diet', 'throughout', 'life', 'stress', 'level', 'throughout', 'life', 'strong', 'bear', 'whether', 'mother', 'healthy', 'pregnancy', 'critical', 'healthy', 'community']","['making', 'mothers', 'day', 'specia']",3,"['make', 'mother', 'day', 'special', 'expect', 'mother', 'mother', 'many', 'determine', 'health', 'factor', 'play', 'long', 'pregnancy', 'diet', 'throughout', 'life', 'stress', 'level', 'throughout', 'life', 'strong', 'bear', 'whether', 'mother', 'healthy', 'pregnancy', 'critical', 'healthy', 'community', 'making', 'mothers', 'day', 'specia']"
POLITICS,"['here', 'get', 'help', 'choose', 'obama', 'plan']",https://www.huffingtonpost.com/entry/obamacare-health-care-plans_us_59f9fabee4b046017fb07be0,"['confusing', 'year', 'do', 'lot', 'time', 'help']","['obamacare', 'health', 'care', 'plans']",4,"['here', 'get', 'help', 'choose', 'obama', 'plan', 'confusing', 'year', 'do', 'lot', 'time', 'help', 'obamacare', 'health', 'care', 'plans']"
SPORTS,"['nil', 'team', 'owner', 'want', 'ray', 'rice', 'get', 'second', 'chance']",https://www.huffingtonpost.com/entry/ray-rice-second-chance_us_55cde8f9e4b055a6dab00195,"['league', 'ready', 'rice', 'return']","['ray', 'rice', 'second', 'chance']",5,"['nil', 'team', 'owner', 'want', 'ray', 'rice', 'get', 'second', 'chance', 'league', 'ready', 'rice', 'return', 'ray', 'rice', 'second', 'chance']"
FOOD & DRINK,"['easter', 'bread', 'recipe', 'bake', 'home']",https://www.huffingtonpost.com/entry/easter-breads_us_5b9b76abe4b03a1dcc77cc42,"['spring', 'officially', 'air', 'mean', 'easter', 'int', 'far', 'behind', 'flower', 'tree', 'begin', 'bloom', 'definitely']","['easter', 'breads']",2,"['easter', 'bread', 'recipe', 'bake', 'home', 'spring', 'officially', 'air', 'mean', 'easter', 'int', 'far', 'behind', 'flower', 'tree', 'begin', 'bloom', 'definitely', 'easter', 'breads']"
PARENTING,"['dad', 'drink', 'much']",https://www.huffingtonpost.com/entry/dads-and-alcohol_us_5b9cbf84e4b03a1dcc81752b,"['something', 'ever', 'really', 'think', 'kid', 'young', 'could', 'beer', 'think', 'twice', 'didst', 'know', 'drinking', 'know', 'water', 'want', 'know']","['dads', 'and', 'alcohol']",3,"['dad', 'drink', 'much', 'something', 'ever', 'really', 'think', 'kid', 'young', 'could', 'beer', 'think', 'twice', 'didst', 'know', 'drinking', 'know', 'water', 'want', 'know', 'dads', 'and', 'alcohol']"
ENTERTAINMENT,"['laden', 'smith', 'look', 'surprised', 'hell', 'area', 'han']",https://www.huffingtonpost.com/entry/jaden-smith-kardashians_us_562b8eb7e4b0443bb56426b9,"['areas', 'hans', 'hard', 'keep']","['jaden', 'smith', 'kardashians']",1,"['laden', 'smith', 'look', 'surprised', 'hell', 'area', 'han', 'areas', 'hans', 'hard', 'keep', 'jaden', 'smith', 'kardashians']"
PARENTING,"['old', 'father', 'know', 'risk', 'child', 'face']",https://www.huffingtonpost.com/entry/older-fathers-now-we-know_us_5b9c2eece4b03a1dcc7cea15,"['important', 'study', 'appear', 'today', 'journal', 'nature', 'sharply', 'advance', 'what', 's', 'know', 'risk', 'face', 'child', 'old', 'father']","['older', 'fathers', 'now', 'we', 'know']",3,"['old', 'father', 'know', 'risk', 'child', 'face', 'important', 'study', 'appear', 'today', 'journal', 'nature', 'sharply', 'advance', 'what', 's', 'know', 'risk', 'face', 'child', 'old', 'father', 'older', 'fathers', 'now', 'we', 'know']"
TRAVEL,"['travel', 'mistake', 'ruin', 'life']",https://www.huffingtonpost.com/entry/10-travel-mistakes-that-w_us_5b9dd194e4b03a1dcc8d467d,"['contracting', 'parasite', 'bedbug', 'illegally', 'cross', 'border', 'rack', 'exorbitant', 'cellular', 'fee', 'travel', 'error', 'could', 'serious', 'health', 'financial', 'consequence', 'haunt', 'long', 'vacation']","['10', 'travel', 'mistakes', 'that', 'w']",7,"['travel', 'mistake', 'ruin', 'life', 'contracting', 'parasite', 'bedbug', 'illegally', 'cross', 'border', 'rack', 'exorbitant', 'cellular', 'fee', 'travel', 'error', 'could', 'serious', 'health', 'financial', 'consequence', 'haunt', 'long', 'vacation', '10', 'travel', 'mistakes', 'that', 'w']"
SPORTS,"['richard', 'sherman', 'remark', 'black', 'life', 'matter', 'sea', 'hawk', 'michael', 'bennett', 'call', 'unity']",https://www.huffingtonpost.com/entry/michael-bennett-richard-sherman-black-lives-matter_us_55fc050ae4b08820d918332a,"['bennett', 'exactly', 'see', 'eye', 'eye', 'sherman', 'black', 'black', 'crime']","['michael', 'bennett', 'richard', 'sherman', 'black', 'lives', 'matter']",5,"['richard', 'sherman', 'remark', 'black', 'life', 'matter', 'sea', 'hawk', 'michael', 'bennett', 'call', 'unity', 'bennett', 'exactly', 'see', 'eye', 'eye', 'sherman', 'black', 'black', 'crime', 'michael', 'bennett', 'richard', 'sherman', 'black', 'lives', 'matter']"
STYLE & BEAUTY,"['andrew', 'pic', 'wear', 'hat', 'swimsuit', 'aden', 'accessories', 'campaign', 'photo', 'video']",https://www.huffingtonpost.com/entry/andrej-pejic-adeen_us_5b9b6c4ce4b03a1dcc776914,"['photo', 'video', 'spot', 'andrew', 'famous', 'transition', 'female', 'male', 'aesthetic', 'ease', 'mug']","['andrej', 'pejic', 'adeen']",6,"['andrew', 'pic', 'wear', 'hat', 'swimsuit', 'aden', 'accessories', 'campaign', 'photo', 'video', 'photo', 'video', 'spot', 'andrew', 'famous', 'transition', 'female', 'male', 'aesthetic', 'ease', 'mug', 'andrej', 'pejic', 'adeen']"
PARENTING,"['know', 'first', 'baby']",https://www.huffingtonpost.comhttp://blogs.babycenter.com/mom_stories/7312012-you-know-its-not-your-first-baby-when/,"['let', 'face', 'become', 'slightly', 'different', 'mother', 'weave', 'child', 'sure', 'love', 'baby']","['making', 'mothers', 'day', 'specia', 'obamacare', 'health', 'care', 'plans', 'ray', 'rice', 'second', 'chance', 'easter', 'breads', 'dads', 'and', 'alcohol', 'jaden', 'smith', 'kardashians', 'older', 'fathers', 'now', 'we', 'know', '10', 'travel', 'mistakes', 'that', 'w', 'michael', 'bennett', 'richard', 'sherman', 'black', 'lives', 'matter', 'andrej', 'pejic', 'adeen', 'reinhart', 'rogoff', 'austerity', 'happiness', 'tips', 'russian', 'ambassador', 'dead', 'the', 'key', 'to', 'raising', 'confi', 'labor', 'day', 'low', 'wage', 'worker', 'death', 'to', 'america', 'visiting', 'iran', 'about', 'quinoa', 'the', 'end', 'of', 'the', 'road', 'the', '10', 'best', 'city', 'views', 'ar', 'a', 'parents', 'part', 'in', 'motivat']",3,"['know', 'first', 'baby', 'let', 'face', 'become', 'slightly', 'different', 'mother', 'weave', 'child', 'sure', 'love', 'baby', 'making', 'mothers', 'day', 'specia', 'obamacare', 'health', 'care', 'plans', 'ray', 'rice', 'second', 'chance', 'easter', 'breads', 'dads', 'and', 'alcohol', 'jaden', 'smith', 'kardashians', 'older', 'fathers', 'now', 'we', 'know', '10', 'travel', 'mistakes', 'that', 'w', 'michael', 'bennett', 'richard', 'sherman', 'black', 'lives', 'matter', 'andrej', 'pejic', 'adeen', 'reinhart', 'rogoff', 'austerity', 'happiness', 'tips', 'russian', 'ambassador', 'dead', 'the', 'key', 'to', 'raising', 'confi', 'labor', 'day', 'low', 'wage', 'worker', 'death', 'to', 'america', 'visiting', 'iran', 'about', 'quinoa', 'the', 'end', 'of', 'the', 'road', 'the', '10', 'best', 'city', 'views', 'ar', 'a', 'parents', 'part', 'in', 'motivat']"
BUSINESS,"['excel', 'spreadsheet', 'error', 'lesson', 'reinhardt', 'logoff', 'controversy']",https://www.huffingtonpost.com/entry/reinhart-rogoff-austerity_us_5bb2f623e4b0480ca65f9c30,"['story', 'reinhardt', 'logoff', 'error', 'tell', 'we', 'great', 'deal', 'elite', 'use', 'economist', 'prestige', 'economic', 'profession', 'order', 'impose', 'public']","['reinhart', 'rogoff', 'austerity']",0,"['excel', 'spreadsheet', 'error', 'lesson', 'reinhardt', 'logoff', 'controversy', 'story', 'reinhardt', 'logoff', 'error', 'tell', 'we', 'great', 'deal', 'elite', 'use', 'economist', 'prestige', 'economic', 'profession', 'order', 'impose', 'public', 'reinhart', 'rogoff', 'austerity']"
WELLNESS,"['specific', 'technique', 'boost', 'mood']",https://www.huffingtonpost.com/entry/happiness-tips_us_5b9d0da8e4b03a1dcc8411c4,"['specific', 'technique', 'plant', 'seed', 'happiness', 'period', 'three', 'week', 'consistent', 'structured', 'continue', 'base', 'check', 'result', 'see', 'benefit', 'make', 'part', 'daily', 'life']","['happiness', 'tips']",8,"['specific', 'technique', 'boost', 'mood', 'specific', 'technique', 'plant', 'seed', 'happiness', 'period', 'three', 'week', 'consistent', 'structured', 'continue', 'base', 'check', 'result', 'see', 'benefit', 'make', 'part', 'daily', 'life', 'happiness', 'tips']"
WORLD NEWS,"['russian', 'ambassador', 'sudan', 'find', 'dead', 'swimming', 'pool']",https://www.huffingtonpost.com/entry/russian-ambassador-dead_us_599df045e4b05710aa5994ba,"['remain', 'unclear', 'cause', 'drown']","['russian', 'ambassador', 'dead']",9,"['russian', 'ambassador', 'sudan', 'find', 'dead', 'swimming', 'pool', 'remain', 'unclear', 'cause', 'drown', 'russian', 'ambassador', 'dead']"
PARENTING,"['key', 'raise', 'confident', 'kid', 'stop', 'compliment']",https://www.huffingtonpost.com/entry/-the-key-to-raising-confi_us_5b9c2bf5e4b03a1dcc7cd605,"['point', 'int', 'criticize', 'child', 'recognize', 'self', 'esteem', 'really', 'truly', 'come', 'result', 'achievement', 'classroom', 'field', 'home', 'rather', 'false', 'accomplishment']","['the', 'key', 'to', 'raising', 'confi']",3,"['key', 'raise', 'confident', 'kid', 'stop', 'compliment', 'point', 'int', 'criticize', 'child', 'recognize', 'self', 'esteem', 'really', 'truly', 'come', 'result', 'achievement', 'classroom', 'field', 'home', 'rather', 'false', 'accomplishment', 'the', 'key', 'to', 'raising', 'confi']"
POLITICS,"['enjoy', 'day', 'labour', 'day', 'unless', 'low', 'wage', 'worker']",https://www.huffingtonpost.com/entry/labor-day-low-wage-worker_us_57c9e949e4b0e60d31df376f,"['work', 'poor', 'still', 'least', 'likely', 'get', 'pay', 'holiday']","['labor', 'day', 'low', 'wage', 'worker']",4,"['enjoy', 'day', 'labour', 'day', 'unless', 'low', 'wage', 'worker', 'work', 'poor', 'still', 'least', 'likely', 'get', 'pay', 'holiday', 'labor', 'day', 'low', 'wage', 'worker']"
TRAVEL,"['death', 'america', 'visit', 'iran']",https://www.huffingtonpost.com/entry/death-to-america-visiting-iran_us_57c2aa18e4b06384eb401e2c,"['easy', 'fill', 'anxiety', 'visit', 'iran', 'one', 'need', 'peruse', 'newspaper', 'surf', 'net', 'encounter']","['death', 'to', 'america', 'visiting', 'iran']",7,"['death', 'america', 'visit', 'iran', 'easy', 'fill', 'anxiety', 'visit', 'iran', 'one', 'need', 'peruse', 'newspaper', 'surf', 'net', 'encounter', 'death', 'to', 'america', 'visiting', 'iran']"
FOOD & DRINK,"['quinoa', 'everything', 'need', 'know']",https://www.huffingtonpost.com/entry/about-quinoa_us_5b9bedf4e4b03a1dcc7b33ea,"['sure', 'point', 'everybody', 'know', 'quinoa', 'find', 'grocery', 'store', 'write']","['about', 'quinoa']",2,"['quinoa', 'everything', 'need', 'know', 'sure', 'point', 'everybody', 'know', 'quinoa', 'find', 'grocery', 'store', 'write', 'about', 'quinoa']"
POLITICS,"['end', 'road']",https://www.huffingtonpost.com/entry/the-end-of-the-road_b_5649240.html,"['despite', 'global', 'praise', 'burma', 'democratic', 'reform', 'country', 'hast', 'resolve', 'decade', 'long', 'legacy', 'ethnic', 'persecution', 'burma', 'refugee', 'fear', 'happen', 'next']","['the', 'end', 'of', 'the', 'road']",4,"['end', 'road', 'despite', 'global', 'praise', 'burma', 'democratic', 'reform', 'country', 'hast', 'resolve', 'decade', 'long', 'legacy', 'ethnic', 'persecution', 'burma', 'refugee', 'fear', 'happen', 'next', 'the', 'end', 'of', 'the', 'road']"
TRAVEL,"['good', 'city', 'view', 'around', 'world', 'photo']",https://www.huffingtonpost.com/entry/the-10-best-city-views-ar_us_5b9b655de4b03a1dcc7737ca,"['like', 'wake', 'morning', 'find', 'eiffel', 'tower', 'outside', 'window', 'open', 'drape', 'night', 'see', 'chicago', 'river', 'glittering', 'reflection', 'skyscraper', 'light']","['the', '10', 'best', 'city', 'views', 'ar']",7,"['good', 'city', 'view', 'around', 'world', 'photo', 'like', 'wake', 'morning', 'find', 'eiffel', 'tower', 'outside', 'window', 'open', 'drape', 'night', 'see', 'chicago', 'river', 'glittering', 'reflection', 'skyscraper', 'light', 'the', '10', 'best', 'city', 'views', 'ar']"
PARENTING,"['parent', 'part', 'motivate', 'independent', 'reading']",https://www.huffingtonpost.com/entry/a-parents-part-in-motivat_us_5b9cdf46e4b03a1dcc8298ce,"['independent', 'reading', 'key', 'factor', 'read', 'success', 'exactly', 'independent', 'read', 'mean', 'independent', 'reading', 'child', 'read', 'pleasure', 'high', 'comfort', 'level']","['a', 'parents', 'part', 'in', 'motivat']",3,"['parent', 'part', 'motivate', 'independent', 'reading', 'independent', 'reading', 'key', 'factor', 'read', 'success', 'exactly', 'independent', 'read', 'mean', 'independent', 'reading', 'child', 'read', 'pleasure', 'high', 'comfort', 'level', 'a', 'parents', 'part', 'in', 'motivat']"
ENTERTAINMENT,"['lindsay', 'loan', 'fail', 'inappropriate', 'comedy', 'bomb']",https://www.huffingtonpost.comhttp://insidemovies.ew.com/2013/03/24/box-office-disaster-inappropriate-comedy/,"['film', 'probably', 'aware', 'even', 'exist', 'star', 'lindsay', 'loan', 'michelle', 'rodriguez', 'adrian', 'body', 'man']","['reinhart', 'rogoff', 'austerity', 'happiness', 'tips', 'russian', 'ambassador', 'dead', 'the', 'key', 'to', 'raising', 'confi', 'labor', 'day', 'low', 'wage', 'worker', 'death', 'to', 'america', 'visiting', 'iran', 'about', 'quinoa', 'the', 'end', 'of', 'the', 'road', 'the', '10', 'best', 'city', 'views', 'ar', 'a', 'parents', 'part', 'in', 'motivat', 'brit', 'awards', '2014', 'outrageous', 'looks', 'shawn', 'mendes', 'and', 'khalid', 'perform', 'with', 'parkland', 'survivors', 'at', 'billboard', 'music', 'awards', 'chrissy', 'teigen', 'wardrobe', 'malfunction', 'photos', 'as', 'troops', 'withdraw', 'women', 'fear', 'return', 'of', 'joseph', 'konys', 'lra', '8', 'ways', 'leaders', 'become', 'bet', 'ref', 'south', 'alabama', 'cris', 'dinham', 'umpire', 'may', 'day', '2016', 'protests', 'pippa', 'middleton', 'wedding', 'plans', 'bride', 'supreme', 'court', 'alabama', 'death', 'row', 'corn', 'dog', 'recipe']",1,"['lindsay', 'loan', 'fail', 'inappropriate', 'comedy', 'bomb', 'film', 'probably', 'aware', 'even', 'exist', 'star', 'lindsay', 'loan', 'michelle', 'rodriguez', 'adrian', 'body', 'man', 'reinhart', 'rogoff', 'austerity', 'happiness', 'tips', 'russian', 'ambassador', 'dead', 'the', 'key', 'to', 'raising', 'confi', 'labor', 'day', 'low', 'wage', 'worker', 'death', 'to', 'america', 'visiting', 'iran', 'about', 'quinoa', 'the', 'end', 'of', 'the', 'road', 'the', '10', 'best', 'city', 'views', 'ar', 'a', 'parents', 'part', 'in', 'motivat', 'brit', 'awards', '2014', 'outrageous', 'looks', 'shawn', 'mendes', 'and', 'khalid', 'perform', 'with', 'parkland', 'survivors', 'at', 'billboard', 'music', 'awards', 'chrissy', 'teigen', 'wardrobe', 'malfunction', 'photos', 'as', 'troops', 'withdraw', 'women', 'fear', 'return', 'of', 'joseph', 'konys', 'lra', '8', 'ways', 'leaders', 'become', 'bet', 'ref', 'south', 'alabama', 'cris', 'dinham', 'umpire', 'may', 'day', '2016', 'protests', 'pippa', 'middleton', 'wedding', 'plans', 'bride', 'supreme', 'court', 'alabama', 'death', 'row', 'corn', 'dog', 'recipe']"
STYLE & BEAUTY,"['brit', 'award', 'see', 'outrageous', 'look', 'photo']",https://www.huffingtonpost.com/entry/brit-awards-2014-outrageous-looks_us_5b9de242e4b03a1dcc8e2345,"['want', 'sure', 'check', 'huff', 'post', 'style', 'twitter', 'facebook', 'tumble', 'interest', 'inst', 'gram', 'jessie', 'britney', 'spear']","['brit', 'awards', '2014', 'outrageous', 'looks']",6,"['brit', 'award', 'see', 'outrageous', 'look', 'photo', 'want', 'sure', 'check', 'huff', 'post', 'style', 'twitter', 'facebook', 'tumble', 'interest', 'inst', 'gram', 'jessie', 'britney', 'spear', 'brit', 'awards', '2014', 'outrageous', 'looks']"
ENTERTAINMENT,"['shawn', 'mendez', 'khalid', 'perform', 'parkland', 'survivor', 'billboard', 'music', 'award']",https://www.huffingtonpost.com/entry/shawn-mendes-and-khalid-perform-with-parkland-survivors-at-billboard-music-awards_us_5b030882e4b0a046186ea153,"['first', 'moment', 'address', 'gun', 'violence', 'award', 'show']","['shawn', 'mendes', 'and', 'khalid', 'perform', 'with', 'parkland', 'survivors', 'at', 'billboard', 'music', 'awards']",1,"['shawn', 'mendez', 'khalid', 'perform', 'parkland', 'survivor', 'billboard', 'music', 'award', 'first', 'moment', 'address', 'gun', 'violence', 'award', 'show', 'shawn', 'mendes', 'and', 'khalid', 'perform', 'with', 'parkland', 'survivors', 'at', 'billboard', 'music', 'awards']"
STYLE & BEAUTY,"['chris', 'teen', 'wardrobe', 'malfunction', 'prove', 'model', 'laugh', 'anything', 'photo']",https://www.huffingtonpost.com/entry/chrissy-teigen-wardrobe-malfunction-photos_us_5b9d1a41e4b03a1dcc84794b,"['int', 'chris', 'first', 'brush', 'overexposure', 'step', 'super', 'sheer', 'dress', 'go', 'pant', 'less']","['chrissy', 'teigen', 'wardrobe', 'malfunction', 'photos']",6,"['chris', 'teen', 'wardrobe', 'malfunction', 'prove', 'model', 'laugh', 'anything', 'photo', 'int', 'chris', 'first', 'brush', 'overexposure', 'step', 'super', 'sheer', 'dress', 'go', 'pant', 'less', 'chrissy', 'teigen', 'wardrobe', 'malfunction', 'photos']"
WORLD NEWS,"['troop', 'withdraw', 'woman', 'fear', 'return', 'joseph', 'konya', 'la']",https://www.huffingtonpost.com/entry/as-troops-withdraw-women-fear-return-of-joseph-konys-lra_us_59319ca1e4b075bff0f2fa00,"['central', 'african', 'republic', 'woman', 'obj', 'consider', 'leave', 'home', 'ugandan', 'us', 'troop', 'abandon']","['as', 'troops', 'withdraw', 'women', 'fear', 'return', 'of', 'joseph', 'konys', 'lra']",9,"['troop', 'withdraw', 'woman', 'fear', 'return', 'joseph', 'konya', 'la', 'central', 'african', 'republic', 'woman', 'obj', 'consider', 'leave', 'home', 'ugandan', 'us', 'troop', 'abandon', 'as', 'troops', 'withdraw', 'women', 'fear', 'return', 'of', 'joseph', 'konys', 'lra']"
BUSINESS,"['way', 'leader', 'become', 'well']",https://www.huffingtonpost.com/entry/8-ways-leaders-become-bet_b_8089954.html,"['leadership', 'still', 'view', 'central', 'organization', 'success', 'motivate', 'inspire', 'rest', 'team', 'accountable', 'productive']","['8', 'ways', 'leaders', 'become', 'bet']",0,"['way', 'leader', 'become', 'well', 'leadership', 'still', 'view', 'central', 'organization', 'success', 'motivate', 'inspire', 'rest', 'team', 'accountable', 'productive', '8', 'ways', 'leaders', 'become', 'bet']"
SPORTS,"['ref', 'run', 'south', 'alabama', 'run', 'back', 'chris', 'dirham', 'truck', 'umpire', 'video']",https://www.huffingtonpost.com/entry/ref-south-alabama-cris-dinham-umpire_us_5bb71052e4b097869fd40c60,"['football', 'umpire', 'generally', 'position', 'approximately', 'five', 'yard', 'line', 'scrimmage', 'defensive', 'side']","['ref', 'south', 'alabama', 'cris', 'dinham', 'umpire']",5,"['ref', 'run', 'south', 'alabama', 'run', 'back', 'chris', 'dirham', 'truck', 'umpire', 'video', 'football', 'umpire', 'generally', 'position', 'approximately', 'five', 'yard', 'line', 'scrimmage', 'defensive', 'side', 'ref', 'south', 'alabama', 'cris', 'dinham', 'umpire']"
WORLD NEWS,"['may', 'day', 'protest', 'seattle', 'paris', 'istanbul', 'erupt', 'violence']",https://www.huffingtonpost.com/entry/may-day-2016-protests_us_5726c2c4e4b01a5ebde5fb9f,"['demonstrator', 'across', 'world', 'march', 'worker', 'right']","['may', 'day', '2016', 'protests']",9,"['may', 'day', 'protest', 'seattle', 'paris', 'istanbul', 'erupt', 'violence', 'demonstrator', 'across', 'world', 'march', 'worker', 'right', 'may', 'day', '2016', 'protests']"
STYLE & BEAUTY,"['poppa', 'middleton', 'tease', 'wedding', 'plan', 'maybe', 'ill', 'day', 'bride']",https://www.huffingtonpost.com/entry/pippa-middleton-wedding-plans-bride_us_5b9d8ee0e4b03a1dcc897902,"['self', 'deprecate', 'also', 'list', 'flower', 'woe', 'orchid', 'keep', 'die', 'prolong', 'life', 'sadly']","['pippa', 'middleton', 'wedding', 'plans', 'bride']",6,"['poppa', 'middleton', 'tease', 'wedding', 'plan', 'maybe', 'ill', 'day', 'bride', 'self', 'deprecate', 'also', 'list', 'flower', 'woe', 'orchid', 'keep', 'die', 'prolong', 'life', 'sadly', 'pippa', 'middleton', 'wedding', 'plans', 'bride']"
POLITICS,"['without', 'scalia', 'deadlocke', 'supreme', 'court', 'spare', 'death', 'row', 'inmate', 'execution']",https://www.huffingtonpost.com/entry/supreme-court-alabama-death-row_us_5735bcb8e4b077d4d6f2bef8,"['even', 'split', 'capital', 'case', 'starkest', 'sign', 'yet', 'short', 'staff', 'court']","['supreme', 'court', 'alabama', 'death', 'row']",4,"['without', 'scalia', 'deadlocke', 'supreme', 'court', 'spare', 'death', 'row', 'inmate', 'execution', 'even', 'split', 'capital', 'case', 'starkest', 'sign', 'yet', 'short', 'staff', 'court', 'supreme', 'court', 'alabama', 'death', 'row']"
FOOD & DRINK,"['recipe', 'day', 'corn', 'dog']",https://www.huffingtonpost.com/entry/corn-dog-recipe_us_5b9d64b4e4b03a1dcc87752d,"['dare', 'try', 'homemade']","['corn', 'dog', 'recipe']",2,"['recipe', 'day', 'corn', 'dog', 'dare', 'try', 'homemade', 'corn', 'dog', 'recipe']"
ENTERTAINMENT,"['harrison', 'ford', 'could', 've', 'kill', 'millennium', 'falcon', 'star', 'war', 'set']",https://www.huffingtonpost.com/entry/harrison-ford-couldve-been-killed-by-the-millennium-falcon-on-star-wars-set_us_579769b2e4b01180b53037d3,"['kyle', 'responsible']","['harrison', 'ford', 'could', 've', 'been', 'killed', 'by', 'the', 'millennium', 'falcon', 'on', 'star', 'wars', 'set']",1,"['harrison', 'ford', 'could', 've', 'kill', 'millennium', 'falcon', 'star', 'war', 'set', 'kyle', 'responsible', 'harrison', 'ford', 'could', 've', 'been', 'killed', 'by', 'the', 'millennium', 'falcon', 'on', 'star', 'wars', 'set']"
STYLE & BEAUTY,"['golden', 'globe', 'well', 'dress', 'see', 'star', 'hit', 'park', 'photo']",https://www.huffingtonpost.com/entry/golden-globes-best-dressed-2014-photos_us_5b9dbd45e4b03a1dcc8c4375,"['really', 'sure', 'star', 'recently', 'golden', 'globe', 'damn', 'look', 'good']","['golden', 'globes', 'best', 'dressed', '2014', 'photos']",6,"['golden', 'globe', 'well', 'dress', 'see', 'star', 'hit', 'park', 'photo', 'really', 'sure', 'star', 'recently', 'golden', 'globe', 'damn', 'look', 'good', 'golden', 'globes', 'best', 'dressed', '2014', 'photos']"
POLITICS,"['supreme', 'court', 'reject', 'illinois', 'sex', 'governor', 'corruption', 'appeal']",https://www.huffingtonpost.com/entry/rod-blagojevich-supreme-court_us_574341b1e4b0613b512af0a9,"['blag', 'device', 'begin', 'serve', 'year', 'prison', 'sentence']","['rod', 'blagojevich', 'supreme', 'court']",4,"['supreme', 'court', 'reject', 'illinois', 'sex', 'governor', 'corruption', 'appeal', 'blag', 'device', 'begin', 'serve', 'year', 'prison', 'sentence', 'rod', 'blagojevich', 'supreme', 'court']"
SPORTS,"['land', 'detective', 'look', 'derrick', 'rose', 'case', 'shoot', 'dead', 'home']",https://www.huffingtonpost.com/entry/nadine-hernandez-dead-derrick-rose-case_us_57fe5f14e4b0e8c198a5435b,"['police', 'treat', 'death', 'suicide', 'time']","['nadine', 'hernandez', 'dead', 'derrick', 'rose', 'case']",5,"['land', 'detective', 'look', 'derrick', 'rose', 'case', 'shoot', 'dead', 'home', 'police', 'treat', 'death', 'suicide', 'time', 'nadine', 'hernandez', 'dead', 'derrick', 'rose', 'case']"
TRAVEL,"['delta', 'passenger', 'bar', 'aka', 'canaan', 'force', 'crawl', 'aisle', 'across', 'tarmac', 'wheelchair', 'complaint']",https://www.huffingtonpost.com/entry/delta-makes-passenger-crawl_us_5b9d61ffe4b03a1dcc874f88,"['care', 'accommodate', 'need', 'customer', 'disability', 'ensure', 'accessibility', 'top', 'priority', 'delta']","['delta', 'makes', 'passenger', 'crawl']",7,"['delta', 'passenger', 'bar', 'aka', 'canaan', 'force', 'crawl', 'aisle', 'across', 'tarmac', 'wheelchair', 'complaint', 'care', 'accommodate', 'need', 'customer', 'disability', 'ensure', 'accessibility', 'top', 'priority', 'delta', 'delta', 'makes', 'passenger', 'crawl']"
SPORTS,"['soccer', 'player', 'mistakenly', 'thank', 'wife', 'girlfriend', 'live']",https://www.huffingtonpost.com/entry/athlete-thanks-wife-and-girlfriend_us_58cea338e4b0be71dcf57af5,"['slip', 'tongue', 'leave', 'mohammad', 'ana', 'apologize', 'express', 'love', 'wife', 'viral', 'video']","['athlete', 'thanks', 'wife', 'and', 'girlfriend']",5,"['soccer', 'player', 'mistakenly', 'thank', 'wife', 'girlfriend', 'live', 'slip', 'tongue', 'leave', 'mohammad', 'ana', 'apologize', 'express', 'love', 'wife', 'viral', 'video', 'athlete', 'thanks', 'wife', 'and', 'girlfriend']"
FOOD & DRINK,"['multi', 'purpose', 'kitchen', 'tool', 'item', 'double', 'duty']",https://www.huffingtonpost.com/entry/multi-purpose-kitchen-tools_us_5b9c277ee4b03a1dcc7caeeb,"['thousands', 'kitchen', 'gadget', 'find', 'one', 'thing', 'invent', 'alton']","['multi', 'purpose', 'kitchen', 'tools']",2,"['multi', 'purpose', 'kitchen', 'tool', 'item', 'double', 'duty', 'thousands', 'kitchen', 'gadget', 'find', 'one', 'thing', 'invent', 'alton', 'multi', 'purpose', 'kitchen', 'tools']"
